,Value
140,1.98843776185
141,1.96953412814
142,1.95024063884
143,1.9305620928
144,1.91050338386
145,1.89006949968
146,1.86926552052
147,1.84809661794
148,1.82656805358
149,1.80468517784
150,1.78245342854
151,1.7598783296
152,1.73696548968
153,1.71372060077
154,1.69014943683
155,1.6662578523
156,1.64205178074
157,1.61753723329
158,1.59272029723
159,1.56760713446
160,1.54220397998
161,1.51651714037
162,1.49055299221
163,1.46431798051
164,1.43781861716
165,1.41106147926
166,1.38405320752
167,1.35680050466
168,1.32931013371
169,1.30158891635
170,1.27364373124
171,1.24548151232
172,1.21710924709
173,1.1885339749
174,1.15976278518
175,1.13080281574
176,1.10166125098
177,1.07234532012
178,1.04286229541
179,1.01321949036
180,0.983424257891
181,0.953483988579
182,0.923406108786
183,0.893198078846
184,0.86286739122
185,0.832421568649
186,0.801868162298
187,0.771214749893
188,0.740468933849
189,0.709638339397
190,0.678730612701
191,0.647753418973
192,0.616714440578
193,0.585621375144
194,0.554481933659
195,0.523303838568
196,0.49209482187
197,0.46086262321
198,0.429614987967
199,0.398359665345
200,0.367104406461
201,0.33585696243
202,0.304625082458
203,0.273416511924
204,0.242238990471
205,0.211100250099
206,0.180008013255
207,0.148969990925
208,0.117993880736
209,0.087087365057
210,0.0562581090975
211,0.0255137590223
212,-0.00513805993763
213,-0.0356897453662
214,-0.0661337195379
215,-0.0964624312877
216,-0.126668357874
217,-0.156744006834
218,-0.186681917835
219,-0.216474664511
220,-0.246114856299
221,-0.275595140259
222,-0.304908202892
223,-0.334046771942
224,-0.363003618189
225,-0.391771557236
226,-0.420343451281
227,-0.448712210875
228,-0.476870796676
229,-0.504812221181
230,-0.532529550454
231,-0.560015905834
232,-0.587264465635
233,-0.614268466826
234,-0.641021206702
235,-0.667516044537
236,-0.693746403221
237,-0.719705770888
238,-0.745387702515
239,-0.770785821519
240,-0.795893821325
241,-0.820705466928
242,-0.845214596424
243,-0.869415122537
244,-0.893301034119
245,-0.916866397629
246,-0.940105358603
247,-0.963012143095
248,-0.985581059104
249,-1.00780649798
250,-1.02968293579
251,-1.05120493471
252,-1.07236714435
253,-1.09316430308
254,-1.11359123932
255,-1.13364287281
256,-1.15331421589
257,-1.17260037472
258,-1.19149655046
259,-1.2099980405
260,-1.22810023957
261,-1.24579864093
262,-1.26308883744
263,-1.27996652267
264,-1.29642749194
265,-1.3124676434
266,-1.32808297898
267,-1.34326960543
268,-1.35802373526
269,-1.37234168769
270,-1.38621988951
271,-1.39965487602
272,-1.41264329187
273,-1.42518189184
274,-1.43726754172
275,-1.44889721902
276,-1.46006801375
277,-1.47077712911
278,-1.48102188221
279,-1.49079970471
280,-1.50010814348
281,-1.50894486116
282,-1.51730763678
283,-1.52519436629
284,-1.53260306309
285,-1.53953185848
286,-1.54597900219
287,-1.55194286276
288,-1.55742192794
289,-1.5624148051
290,-1.56692022155
291,-1.57093702486
292,-1.57446418312
293,-1.57750078524
294,-1.58004604115
295,-1.58209928199
296,-1.58365996026
297,-1.58472765002
298,-1.58530204692
299,-1.5853829683
300,-1.58497035328
301,-1.5840642627
302,-1.58266487915
303,-1.58077250692
304,-1.57838757192
305,-1.57551062158
306,-1.57214232471
307,-1.56828347133
308,-1.56393497248
309,-1.55909786001
310,-1.55377328629
311,-1.54796252397
312,-1.54166696563
313,-1.53488812346
314,-1.52762762885
315,-1.51988723206
316,-1.51166880169
317,-1.50297432432
318,-1.49380590393
319,-1.48416576145
320,-1.47405623416
321,-1.46347977517
322,-1.45243895275
323,-1.44093644974
324,-1.42897506288
325,-1.41655770212
326,-1.40368738988
327,-1.39036726034
328,-1.37660055865
329,-1.36239064011
330,-1.34774096937
331,-1.33265511958
332,-1.31713677147
333,-1.30118971248
334,-1.28481783582
335,-1.26802513947
336,-1.25081572527
337,-1.23319379781
338,-1.21516366349
339,-1.19672972939
340,-1.1778965022
341,-1.15866858713
342,-1.13905068674
343,-1.11904759982
344,-1.09866422015
345,-1.07790553535
346,-1.05677662561
347,-1.03528266247
348,-1.0134289075
349,-0.99122071104
350,-0.968663510867
351,-0.945762830849
352,-0.922524279588
353,-0.898953549032
354,-0.875056413074
355,-0.850838726126
356,-0.826306421674
357,-0.801465510813
358,-0.776322080768
359,-0.750882293387
360,-0.725152383625
361,-0.699138658001
362,-0.672847493047
363,-0.646285333731
364,-0.619458691869
365,-0.592374144515
366,-0.565038332343
367,-0.537457958005
368,-0.509639784478
369,-0.481590633396
370,-0.453317383367
371,-0.424826968273
372,-0.396126375564
373,-0.36722264453
374,-0.338122864566
375,-0.308834173421
376,-0.279363755439
377,-0.249718839787
378,-0.219906698667
379,-0.189934645527
380,-0.159810033252
381,-0.129540252353
382,-0.0991327291412
383,-0.0685949238982
384,-0.0379343290327
385,-0.00715846723346
386,0.0237251103876
387,0.0547088261582
388,0.0857850777153
389,0.116946239881
390,0.148184666544
391,0.179492692546
392,0.210862635574
393,0.242286798053
394,0.273757469049
395,0.305266926169
396,0.336807437467
397,0.368371263352
398,0.399950658497
399,0.431537873752
400,0.463125158053
401,0.494704760336
402,0.526268931451
403,0.557809926072
404,0.589320004607
405,0.62079143511
406,0.652216495189
407,0.683587473909
408,0.714896673697
409,0.746136412238
410,0.777299024375
411,0.808376863997
412,0.839362305927
413,0.8702477478
414,0.901025611947
415,0.931688347254
416,0.962228431033
417,0.992638370877
418,1.0229107065
419,1.0530380116
420,1.08301289566
421,1.1128280058
422,1.14247602857
423,1.17194969176
424,1.20124176622
425,1.23034506759
426,1.25925245813
427,1.28795684845
428,1.31645119926
429,1.3447285231
430,1.3727818861
431,1.40060440964
432,1.4281892721
433,1.45552971049
434,1.48261902218
435,1.50945056647
436,1.53601776633
437,1.56231410993
438,1.58833315232
439,1.61406851694
440,1.6395138973
441,1.66466305843
442,1.68950983849
443,1.71404815025
444,1.73827198262
445,1.76217540212
446,1.78575255433
447,1.80899766536
448,1.83190504327
449,1.85446907945
450,1.87668425003
451,1.89854511725
452,1.92004633076
453,1.94118262899
454,1.96194884041
455,1.98233988482
456,2.00235077461
457,2.02197661599
458,2.04121261019
459,2.06005405464
460,2.07849634413
461,2.09653497197
462,2.11416553108
463,2.13138371508
464,2.14818531936
465,2.16456624209
466,2.18052248529
467,2.19605015574
468,2.21114546603
469,2.22580473541
470,2.24002439074
471,2.25380096736
472,2.26713110998
473,2.28001157345
474,2.2924392236
475,2.304411038
476,2.3159241067
477,2.32697563298
478,2.33756293398
479,2.34768344144
480,2.35733470226
481,2.36651437915
482,2.3752202512
483,2.3834502144
484,2.3912022822
485,2.39847458598
486,2.40526537551
487,2.41157301937
488,2.4173960054
489,2.422732941
490,2.42758255354
491,2.43194369064
492,2.43581532045
493,2.43919653195
494,2.4420865351
495,2.4444846611
496,2.44639036253
497,2.44780321348
498,2.44872290966
499,2.44914926847
500,2.44908222908
501,2.44852185239
502,2.44746832104
503,2.44592193938
504,2.44388313337
505,2.44135245051
506,2.43833055964
507,2.43481825086
508,2.43081643526
509,2.42632614473
510,2.42134853171
511,2.41588486891
512,2.40993654895
513,2.40350508408
514,2.39659210576
515,2.38919936428
516,2.38132872832
517,2.3729821845
518,2.36416183686
519,2.35486990639
520,2.34510873043
521,2.33488076213
522,2.32418856983
523,2.31303483641
524,2.30142235869
525,2.28935404665
526,2.27683292278
527,2.26386212132
528,2.25044488746
529,2.23658457656
530,2.22228465335
531,2.207548691
532,2.19238037032
533,2.1767834788
534,2.1607619097
535,2.14431966107
536,2.12746083479
537,2.11018963552
538,2.0925103697
539,2.07442744447
540,2.0559453666
541,2.03706874133
542,2.01780227128
543,1.9981507553
544,1.97811908723
545,1.95771225474
546,1.93693533809
547,1.91579350885
548,1.89429202867
549,1.87243624794
550,1.85023160449
551,1.82768362224
552,1.80479790986
553,1.78158015935
554,1.75803614466
555,1.73417172025
556,1.70999281967
557,1.68550545407
558,1.66071571074
559,1.63562975157
560,1.61025381158
561,1.58459419734
562,1.55865728545
563,1.53244952093
564,1.50597741564
565,1.47924754671
566,1.45226655486
567,1.4250411428
568,1.39757807356
569,1.36988416884
570,1.3419663073
571,1.31383142287
572,1.28548650308
573,1.25693858725
574,1.22819476485
575,1.19926217368
576,1.17014799814
577,1.14085946746
578,1.11140385389
579,1.08178847094
580,1.05202067156
581,1.0221078463
582,0.99205742154
583,0.961876857617
584,0.931573646997
585,0.901155312426
586,0.870629405072
587,0.840003502666
588,0.809285207627
589,0.77848214519
590,0.747601961525
591,0.716652321846
592,0.685640908526
593,0.654575419194
594,0.623463564843
595,0.592313067924
596,0.56113166044
597,0.529927082039
598,0.498707078105
599,0.467479397847
600,0.436251792386
601,0.405032012843
602,0.373827808425
603,0.342646924518
604,0.31149710077
605,0.280386069184
606,0.24932155221
607,0.218311260842
608,0.187362892709
609,0.156484130185
610,0.125682638484
611,0.0949660637752
612,0.0643420312941
613,0.0338181434612
614,0.00340197800638
615,-0.0268989139008
616,-0.0570770095142
617,-0.0871248163672
618,-0.117034874121
619,-0.146799756407
620,-0.176412072657
621,-0.205864469927
622,-0.235149634713
623,-0.264260294754
624,-0.293189220826
625,-0.321929228529
626,-0.350473180054
627,-0.378813985949
628,-0.406944606868
629,-0.434858055302
630,-0.462547397311
631,-0.490005754231
632,-0.51722630437
633,-0.544202284692
634,-0.570926992489
635,-0.59739378703
636,-0.623596091201
637,-0.64952739313
638,-0.675181247791
639,-0.700551278596
640,-0.725631178966
641,-0.750414713889
642,-0.77489572146
643,-0.799068114398
644,-0.822925881547
645,-0.846463089365
646,-0.869673883383
647,-0.89255248965
648,-0.91509321616
649,-0.937290454254
650,-0.959138680005
651,-0.980632455581
652,-1.00176643059
653,-1.02253534338
654,-1.04293402238
655,-1.06295738734
656,-1.08260045057
657,-1.10185831823
658,-1.12072619149
659,-1.13919936772
660,-1.15727324166
661,-1.17494330656
662,-1.19220515526
663,-1.20905448135
664,-1.22548708013
665,-1.24149884974
666,-1.25708579212
667,-1.27224401402
668,-1.28696972794
669,-1.30125925307
670,-1.31510901624
671,-1.32851555271
672,-1.34147550713
673,-1.3539856343
674,-1.36604279998
675,-1.37764398169
676,-1.38878626942
677,-1.39946686637
678,-1.40968308966
679,-1.41943237094
680,-1.42871225707
681,-1.43752041068
682,-1.44585461081
683,-1.45371275339
684,-1.46109285182
685,-1.46799303741
686,-1.47441155987
687,-1.48034678773
688,-1.48579720875
689,-1.4907614303
690,-1.49523817967
691,-1.49922630442
692,-1.50272477265
693,-1.50573267327
694,-1.50824921619
695,-1.51027373255
696,-1.51180567486
697,-1.51284461716
698,-1.51339025509
699,-1.51344240601
700,-1.513001009
701,-1.51206612492
702,-1.51063793636
703,-1.50871674759
704,-1.50630298452
705,-1.50339719458
706,-1.50000004657
707,-1.4961123305
708,-1.49173495742
709,-1.48686895917
710,-1.48151548811
711,-1.47567581689
712,-1.46935133809
713,-1.46254356387
714,-1.45525412566
715,-1.44748477367
716,-1.43923737653
717,-1.43051392079
718,-1.42131651044
719,-1.4116473664
720,-1.40150882596
721,-1.39090334219
722,-1.37983348339
723,-1.36830193239
724,-1.35631148591
725,-1.34386505391
726,-1.33096565879
727,-1.31761643475
728,-1.3038206269
729,-1.28958159056
730,-1.27490279038
731,-1.25978779948
732,-1.24424029862
733,-1.22826407521
734,-1.21186302246
735,-1.19504113835
736,-1.1778025247
737,-1.16015138613
738,-1.142092029
739,-1.12362886039
740,-1.10476638701
741,-1.08550921404
742,-1.06586204405
743,-1.04582967581
744,-1.02541700312
745,-1.00462901357
746,-0.983470787362
747,-0.961947496018
748,-0.940064401113
749,-0.917826852982
750,-0.895240289393
751,-0.872310234212
752,-0.849042296035
753,-0.825442166807
754,-0.801515620415
755,-0.777268511265
756,-0.75270677284
757,-0.727836416231
758,-0.702663528657
759,-0.677194271962
760,-0.651434881095
761,-0.625391662572
762,-0.59907099292
763,-0.572479317101
764,-0.545623146927
765,-0.518509059447
766,-0.491143695331
767,-0.463533757226
768,-0.435686008104
769,-0.407607269595
770,-0.3793044203
771,-0.3507843941
772,-0.322054178437
773,-0.293120812597
774,-0.263991385971
775,-0.234673036303
776,-0.205172947933
777,-0.175498350022
778,-0.145656514768
779,-0.115654755613
780,-0.0855004254392
781,-0.0552009147513
782,-0.0247636498567
783,0.00580390896828
784,0.0364942693196
785,0.0672999085133
786,0.0982132754421
787,0.129226792439
788,0.160332857144
789,0.191523844386
790,0.222792108058
791,0.254129983007
792,0.285529786922
793,0.316983822236
794,0.348484378019
795,0.380023731881
796,0.411594151883
797,0.443187898437
798,0.474797226222
799,0.506414386093
800,0.538031626989
801,0.569641197854
802,0.601235349539
803,0.632806336725
804,0.664346419825
805,0.695847866897
806,0.727302955554
807,0.758703974866
808,0.790043227264
809,0.82131303044
810,0.852505719239
811,0.883613647556
812,0.914629190219
813,0.945544744869
814,0.976352733838
815,1.00704560602
816,1.03761583873
817,1.06805593957
818,1.09835844826
819,1.12851593849
820,1.15852101976
821,1.18836633919
822,1.21804458333
823,1.24754848
824,1.27687080002
825,1.30600435906
826,1.33494201937
827,1.36367669157
828,1.39220133637
829,1.42050896633
830,1.44859264756
831,1.47644550148
832,1.50406070644
833,1.53143149948
834,1.55855117795
835,1.58541310119
836,1.61201069214
837,1.63833743899
838,1.66438689678
839,1.690152689
840,1.71562850911
841,1.74080812217
842,1.76568536635
843,1.79025415442
844,1.81450847529
845,1.83844239548
846,1.86205006059
847,1.88532569673
848,1.90826361196
849,1.93085819767
850,1.95310393002
851,1.97499537122
852,1.99652717095
853,2.01769406764
854,2.03849088975
855,2.0589125571
856,2.07895408209
857,2.09861057093
858,2.11787722484
859,2.13674934127
860,2.15522231501
861,2.17329163938
862,2.1909529073
863,2.20820181239
864,2.22503415005
865,2.24144581847
866,2.25743281964
867,2.27299126039
868,2.28811735327
869,2.30280741756
870,2.31705788012
871,2.33086527631
872,2.34422625082
873,2.35713755852
874,2.36959606523
875,2.38159874854
876,2.3931426985
877,2.40422511839
878,2.41484332537
879,2.42499475117
880,2.4346769427
881,2.44388756267
882,2.45262439018
883,2.46088532123
884,2.46866836927
885,2.47597166569
886,2.48279346025
887,2.48913212155
888,2.49498613742
889,2.50035411528
890,2.5052347825
891,2.5096269867
892,2.51352969606
893,2.51694199952
894,2.51986310708
895,2.52229234993
896,2.52422918066
897,2.52567317336
898,2.52662402376
899,2.52708154925
900,2.52704568901
901,2.52651650393
902,2.52549417668
903,2.52397901161
904,2.52197143468
905,2.51947199339
906,2.51648135659
907,2.51300031438
908,2.50902977785
909,2.50457077892
910,2.49962447002
911,2.49419212385
912,2.48827513306
913,2.48187500989
914,2.47499338581
915,2.46763201112
916,2.4597927545
917,2.45147760256
918,2.44268865937
919,2.43342814591
920,2.42369839953
921,2.41350187339
922,2.40284113582
923,2.39171886973
924,2.38013787191
925,2.36810105237
926,2.35561143361
927,2.34267214985
928,2.32928644631
929,2.31545767835
930,2.30118931068
931,2.28648491651
932,2.27134817664
933,2.25578287856
934,2.23979291554
935,2.22338228564
936,2.20655509073
937,2.18931553549
938,2.17166792636
939,2.15361667049
940,2.13516627464
941,2.11632134407
942,2.09708658141
943,2.0774667855
944,2.05746685019
945,2.03709176315
946,2.01634660465
947,1.99523654628
948,1.97376684967
949,1.95194286522
950,1.92977003078
951,1.90725387027
952,1.88439999235
953,1.86121408904
954,1.83770193429
955,1.81386938257
956,1.78972236744
957,1.76526690004
958,1.74050906766
959,1.71545503222
960,1.69011102873
961,1.66448336377
962,1.63857841394
963,1.61240262426
964,1.58596250661
965,1.55926463812
966,1.5323156595
967,1.50512227349
968,1.47769124311
969,1.45002939007
970,1.42214359303
971,1.39404078593
972,1.3657279563
973,1.33721214347
974,1.30850043692
975,1.27959997444
976,1.25051794045
977,1.22126156418
978,1.19183811788
979,1.16225491508
980,1.1325193087
981,1.10263868934
982,1.07262048336
983,1.04247215111
984,1.01220118506
985,0.981815107952
986,0.95132147097
987,0.920727851847
988,0.890041853006
989,0.859271099689
990,0.82842323807
991,0.797505933368
992,0.766526867961
993,0.735493739485
994,0.704414258937
995,0.673296148772
996,0.642147141
997,0.610974975273
998,0.579787396982
999,0.548592155339
1000,0.51739700147
1001,0.486209686503
1002,0.45503795965
1003,0.423889566301
1004,0.39277224611
1005,0.361693731085
1006,0.330661743681
1007,0.299683994897
1008,0.26876818237
1009,0.237921988474
1010,0.207153078432
1011,0.176469098418
1012,0.145877673672
1013,0.11538640662
1014,0.0850028749966
1015,0.0547346299772
1016,0.0245891943129
1017,-0.00542593952438
1018,-0.0353033111911
1019,-0.0650354943126
1020,-0.0946150983155
1021,-0.124034770251
1022,-0.15328719661
1023,-0.182365105125
1024,-0.211261266569
1025,-0.239968496535
1026,-0.26847965721
1027,-0.296787659136
1028,-0.32488546296
1029,-0.352766081172
1030,-0.380422579823
1031,-0.407848080245
1032,-0.435035760741
1033,-0.46197885827
1034,-0.488670670117
1035,-0.515104555548
1036,-0.541273937442
1037,-0.567172303923
1038,-0.592793209959
1039,-0.618130278957
1040,-0.643177204332
1041,-0.667927751069
1042,-0.692375757255
1043,-0.716515135604
1044,-0.740339874957
1045,-0.763844041764
1046,-0.787021781553
1047,-0.809867320366
1048,-0.832374966193
1049,-0.854539110368
1050,-0.876354228961
1051,-0.897814884133
1052,-0.918915725483
1053,-0.939651491368
1054,-0.960017010196
1055,-0.980007201709
1056,-0.999617078233
1057,-1.01884174591
1058,-1.0376764059
1059,-1.05611635557
1060,-1.07415698965
1061,-1.0917938014
1062,-1.10902238365
1063,-1.12583842997
1064,-1.14223773567
1065,-1.15821619889
1066,-1.17376982154
1067,-1.18889471039
1068,-1.20358707791
1069,-1.21784324332
1070,-1.2316596334
1071,-1.24503278345
1072,-1.25795933808
1073,-1.2704360521
1074,-1.28245979126
1075,-1.29402753308
1076,-1.30513636754
1077,-1.31578349784
1078,-1.32596624109
1079,-1.33568202893
1080,-1.34492840821
1081,-1.35370304158
1082,-1.36200370806
1083,-1.36982830357
1084,-1.37717484151
1085,-1.38404145318
1086,-1.39042638829
1087,-1.39632801536
1088,-1.40174482215
1089,-1.40667541602
1090,-1.41111852425
1091,-1.41507299441
1092,-1.41853779459
1093,-1.42151201369
1094,-1.4239948616
1095,-1.42598566948
1096,-1.42748388982
1097,-1.42848909665
1098,-1.42900098563
1099,-1.42901937409
1100,-1.42854420111
1101,-1.42757552755
1102,-1.42611353599
1103,-1.4241585307
1104,-1.42171093758
1105,-1.41877130405
1106,-1.41534029891
1107,-1.41141871217
1108,-1.40700745487
1109,-1.40210755883
1110,-1.39672017643
1111,-1.39084658031
1112,-1.38448816302
1113,-1.37764643675
1114,-1.37032303289
1115,-1.36251970167
1116,-1.3542383117
1117,-1.34548084953
1118,-1.33624941915
1119,-1.32654624147
1120,-1.31637365376
1121,-1.30573410912
1122,-1.29463017581
1123,-1.28306453667
1124,-1.27103998842
1125,-1.25855944099
1126,-1.2456259168
1127,-1.23224255003
1128,-1.2184125858
1129,-1.20413937941
1130,-1.18942639551
1131,-1.17427720722
1132,-1.15869549527
1133,-1.1426850471
1134,-1.12624975589
1135,-1.10939361962
1136,-1.09212074012
1137,-1.07443532197
1138,-1.05634167156
1139,-1.03784419595
1140,-1.01894740183
1141,-0.999655894405
1142,-0.979974376219
1143,-0.959907646042
1144,-0.939460597659
1145,-0.918638218672
1146,-0.897445589267
1147,-0.875887880961
1148,-0.853970355325
1149,-0.831698362686
1150,-0.809077340811
1151,-0.786112813556
1152,-0.762810389515
1153,-0.739175760624
1154,-0.715214700767
1155,-0.690933064345
1156,-0.666336784833
1157,-0.641431873319
1158,-0.616224417014
1159,-0.590720577758
1160,-0.564926590495
1161,-0.538848761734
1162,-0.512493467997
1163,-0.485867154241
1164,-0.458976332271
1165,-0.431827579134
1166,-0.40442753549
1167,-0.376782903983
1168,-0.348900447578
1169,-0.320786987901
1170,-0.292449403547
1171,-0.263894628391
1172,-0.235129649869
1173,-0.206161507264
1174,-0.176997289958
1175,-0.147644135691
1176,-0.118109228798
1177,-0.0883997984327
1178,-0.0585231167892
1179,-0.0284864973037
1180,0.00170270714822
1181,0.0320371060664
1182,0.0625092731492
1183,0.0931117481262
1184,0.123837038599
1185,0.154677621888
1186,0.185625946894
1187,0.216674435953
1188,0.247815486713
1189,0.279041474006
1190,0.310344751732
1191,0.341717654743
1192,0.373152500735
1193,0.404641592146
1194,0.43617721805
1195,0.467751656064
1196,0.499357174255
1197,0.53098603304
1198,0.562630487104
1199,0.594282787306
1200,0.625935182594
1201,0.657579921914
1202,0.689209256125
1203,0.720815439912
1204,0.752390733695
1205,0.783927405537
1206,0.815417733057
1207,0.84685400533
1208,0.878228524794
1209,0.909533609144
1210,0.940761593233
1211,0.971904830961
1212,1.00295569716
1213,1.03390658948
1214,1.06474993026
1215,1.09547816839
1216,1.12608378121
1217,1.1565592763
1218,1.1868971934
1219,1.21709010622
1220,1.24713062424
1221,1.2770113946
1222,1.30672510386
1223,1.33626447983
1224,1.36562229334
1225,1.39479136008
1226,1.4237645423
1227,1.45253475062
1228,1.48109494575
1229,1.50943814026
1230,1.53755740028
1231,1.56544584722
1232,1.59309665944
1233,1.62050307398
1234,1.64765838821
1235,1.67455596146
1236,1.70118921669
1237,1.72755164209
1238,1.7536367927
1239,1.77943829201
1240,1.80494983351
1241,1.83016518225
1242,1.8550781764
1243,1.87968272875
1244,1.9039728282
1245,1.92794254129
1246,1.95158601362
1247,1.97489747131
1248,1.99787122241
1249,2.02050165834
1250,2.04278325524
1251,2.06471057535
1252,2.08627826834
1253,2.10748107264
1254,2.12831381674
1255,2.14877142045
1256,2.16884889618
1257,2.18854135013
1258,2.20784398355
1259,2.22675209388
1260,2.24526107592
1261,2.263366423
1262,2.28106372804
1263,2.29834868467
1264,2.31521708829
1265,2.3316648371
1266,2.3476879331
1267,2.36328248311
1268,2.37844469971
1269,2.39317090217
1270,2.40745751735
1271,2.42130108063
1272,2.4346982367
1273,2.44764574043
1274,2.46014045765
1275,2.47217936596
1276,2.48375955542
1277,2.4948782293
1278,2.50553270478
1279,2.51572041359
1280,2.52543890264
1281,2.53468583466
1282,2.54345898874
1283,2.5517562609
1284,2.55957566459
1285,2.56691533119
1286,2.57377351049
1287,2.5801485711
1288,2.58603900083
1289,2.59144340712
1290,2.59636051735
1291,2.60078917913
1292,2.60472836066
1293,2.60817715088
1294,2.6111347598
1295,2.61360051862
1296,2.61557387992
1297,2.61705441781
1298,2.61804182801
1299,2.61853592795
1300,2.61853665677
1301,2.6180440754
1302,2.61705836651
1303,2.61557983444
1304,2.61360890516
1305,2.61114612619
1306,2.60819216638
1307,2.60474781583
1308,2.60081398565
1309,2.59639170774
1310,2.59148213456
1311,2.58608653881
1312,2.58020631313
1313,2.57384296979
1314,2.56699814026
1315,2.55967357482
1316,2.55187114219
1317,2.54359282898
1318,2.53484073925
1319,2.525617094
1320,2.51592423057
1321,2.50576460214
1322,2.49514077704
1323,2.48405543819
1324,2.47251138239
1325,2.46051151965
1326,2.44805887247
1327,2.43515657508
1328,2.42180787271
1329,2.40801612072
1330,2.39378478383
1331,2.37911743526
1332,2.36401775581
1333,2.34848953298
1334,2.33253666004
1335,2.31616313505
1336,2.2993730599
1337,2.28217063928
1338,2.26456017962
1339,2.24654608809
1340,2.22813287144
1341,2.20932513495
1342,2.19012758125
1343,2.17054500917
1344,2.1505823126
1345,2.1302444792
1346,2.10953658924
1347,2.08846381432
1348,2.06703141607
1349,2.04524474492
1350,2.02310923869
1351,2.00063042133
1352,1.97781390151
1353,1.95466537123
1354,1.93119060447
1355,1.9073954557
1356,1.88328585848
1357,1.85886782396
1358,1.83414743945
1359,1.80913086685
1360,1.78382434119
1361,1.75823416905
1362,1.73236672704
1363,1.70622846019
1364,1.67982588038
1365,1.65316556475
1366,1.62625415402
1367,1.59909835092
1368,1.57170491849
1369,1.54408067844
1370,1.51623250944
1371,1.48816734544
1372,1.45989217396
1373,1.43141403436
1374,1.40274001609
1375,1.37387725699
1376,1.34483294146
1377,1.31561429873
1378,1.28622860108
1379,1.25668316201
1380,1.2269853345
1381,1.1971425091
1382,1.16716211221
1383,1.13705160418
1384,1.10681847747
1385,1.07647025485
1386,1.0460144875
1387,1.01545875316
1388,0.984810654264
1389,0.95407781605
1390,0.923267884702
1391,0.892388525448
1392,0.86144742067
1393,0.830452268009
1394,0.79941077847
1395,0.768330674514
1396,0.737219688156
1397,0.706085559055
1398,0.674936032607
1399,0.643778858031
1400,0.612621786459
1401,0.581472569025
1402,0.550338954947
1403,0.519228689622
1404,0.488149512708
1405,0.45710915622
1406,0.426115342621
1407,0.395175782914
1408,0.364298174742
1409,0.333490200487
1410,0.302759525377
1411,0.272113795591
1412,0.241560636376
1413,0.211107650164
1414,0.180762414697
1415,0.150532481156
1416,0.120425372297
1417,0.0904485805985
1418,0.0606095664108
1419,0.0309157561144
1420,0.00137454028881
1421,-0.0280067281111
1422,-0.0572207355696
1423,-0.0862602098144
1424,-0.115117921611
1425,-0.143786686546
1426,-0.172259366801
1427,-0.200528872913
1428,-0.228588165521
1429,-0.256430257108
1430,-0.284048213722
1431,-0.311435156687
1432,-0.338584264299
1433,-0.365488773512
1434,-0.392141981606
1435,-0.418537247837
1436,-0.444667995083
1437,-0.470527711457
1438,-0.496109951923
1439,-0.521408339882
1440,-0.546416568743
1441,-0.571128403483
