,Value
139,2.00694683737
140,1.98843776185
141,6.96953412814
142,1.95024063884
143,-3.0694379072
144,3.91050338386
145,1.89006949968
146,1.86926552052
147,1.84809661794
148,1.82656805358
149,1.80468517784
150,1.78245342854
151,1.7598783296
152,1.73696548968
153,1.71372060077
154,1.69014943683
155,1.6662578523
156,1.64205178074
157,1.61753723329
158,-3.40727970277
159,1.56760713446
160,1.54220397998
161,4.51651714037
162,1.49055299221
163,1.46431798051
164,5.43781861716
165,1.41106147926
166,5.38405320752
167,4.35680050466
168,7.32931013371
169,6.30158891635
170,1.27364373124
171,3.24548151232
172,1.21710924709
173,1.1885339749
174,4.15976278518
175,2.13080281574
176,1.10166125098
177,0.0723453201213
178,1.04286229541
179,1.01321949036
180,0.983424257891
181,0.953483988579
182,0.923406108786
183,-3.10680192115
184,0.86286739122
185,0.832421568649
186,0.801868162298
187,-2.22878525011
188,0.740468933849
189,0.709638339397
190,-2.3212693873
191,0.647753418973
192,0.616714440578
193,0.585621375144
194,0.554481933659
195,0.523303838568
196,3.49209482187
197,0.46086262321
198,0.429614987967
199,-2.60164033465
200,0.367104406461
201,1.33585696243
202,3.30462508246
203,0.273416511924
204,-3.75776100953
205,2.2111002501
206,0.180008013255
207,0.148969990925
208,0.117993880736
209,0.087087365057
210,0.0562581090975
211,0.0255137590223
212,-5.00513805994
213,-1.03568974537
214,-0.0661337195379
215,-3.09646243129
216,-5.12666835787
217,-0.156744006834
218,-0.186681917835
219,2.78352533549
220,4.7538851437
221,2.72440485974
222,-3.30490820289
223,5.66595322806
224,-0.363003618189
225,-0.391771557236
226,-0.420343451281
227,-1.44871221088
228,-0.476870796676
229,-0.504812221181
230,-0.532529550454
231,-0.560015905834
232,-0.587264465635
233,-0.614268466826
234,-3.6410212067
235,-0.667516044537
236,-0.693746403221
237,3.28029422911
238,-0.745387702515
239,-0.770785821519
240,-0.795893821325
241,0.179294533072
242,-0.845214596424
243,3.13058487746
244,-0.893301034119
245,-0.916866397629
246,2.0598946414
247,-0.963012143095
248,-0.985581059104
249,-1.00780649798
250,-1.02968293579
251,-0.0512049347084
252,-1.07236714435
253,5.90683569692
254,-1.11359123932
255,-1.13364287281
256,-1.15331421589
257,-0.172600374722
258,1.80850344954
259,-1.2099980405
260,1.77189976043
261,-3.24579864093
262,-1.26308883744
263,-1.27996652267
264,-1.29642749194
265,-1.3124676434
266,-1.32808297898
267,-1.34326960543
268,0.641976264736
269,-1.37234168769
270,-1.38621988951
271,-1.39965487602
272,-1.41264329187
273,-1.42518189184
274,-1.43726754172
275,-1.44889721902
276,3.53993198625
277,-1.47077712911
278,-1.48102188221
279,-1.49079970471
280,-1.50010814348
281,-1.50894486116
282,-1.51730763678
283,-1.52519436629
284,-1.53260306309
285,0.460468141517
286,-1.54597900219
287,-1.55194286276
288,-1.55742192794
289,0.437585194896
290,-1.56692022155
291,-1.57093702486
292,-1.57446418312
293,-1.57750078524
294,-3.58004604115
295,-1.58209928199
296,-1.58365996026
297,-1.58472765002
298,-1.58530204692
299,-1.5853829683
300,-3.58497035328
301,-1.5840642627
302,5.41733512085
303,-1.58077250692
304,-4.57838757192
305,-1.57551062158
306,-1.57214232471
307,-1.56828347133
308,-1.56393497248
309,-1.55909786001
310,-1.55377328629
311,-1.54796252397
312,4.45833303437
313,-1.53488812346
314,-1.52762762885
315,-1.51988723206
316,-6.51166880169
317,-1.50297432432
318,-1.49380590393
319,-1.48416576145
320,-1.47405623416
321,-1.46347977517
322,-1.45243895275
323,-1.44093644974
324,-0.428975062883
325,0.58344229788
326,-1.40368738988
327,-1.39036726034
328,-1.37660055865
329,-1.36239064011
330,-1.34774096937
331,-2.33265511958
332,-1.31713677147
333,-5.30118971248
334,-1.28481783582
335,-1.26802513947
336,-1.25081572527
337,-1.23319379781
338,-1.21516366349
339,-1.19672972939
340,-1.1778965022
341,-1.15866858713
342,-5.13905068674
343,-1.11904759982
344,-1.09866422015
345,2.92209446465
346,-5.05677662561
347,-1.03528266247
348,-1.0134289075
349,-4.99122071104
350,-0.968663510867
351,-0.945762830849
352,-0.922524279588
353,-0.898953549032
354,-0.875056413074
355,0.149161273874
356,-0.826306421674
357,-0.801465510813
358,-1.77632208077
359,2.24911770661
360,-0.725152383625
361,-0.699138658001
362,3.32715250695
363,-0.646285333731
364,-0.619458691869
365,-0.592374144515
366,-5.56503833234
367,-0.537457958005
368,-0.509639784478
369,-5.4815906334
370,0.546682616633
371,-0.424826968273
372,-0.396126375564
373,-0.36722264453
374,-0.338122864566
375,-0.308834173421
376,-0.279363755439
377,1.75028116021
378,-0.219906698667
379,0.810065354473
380,-0.159810033252
381,-0.129540252353
382,-0.0991327291412
383,-0.0685949238982
384,-0.0379343290327
385,-0.00715846723346
386,0.0237251103876
387,0.0547088261582
388,0.0857850777153
389,4.11694623988
390,0.148184666544
391,-3.82050730745
392,0.210862635574
393,3.24228679805
394,4.27375746905
395,0.305266926169
396,-0.663192562533
397,0.368371263352
398,0.399950658497
399,0.431537873752
400,-2.53687484195
401,2.49470476034
402,0.526268931451
403,0.557809926072
404,1.58932000461
405,0.62079143511
406,0.652216495189
407,0.683587473909
408,5.7148966737
409,0.746136412238
410,0.777299024375
411,0.808376863997
412,0.839362305927
413,0.8702477478
414,0.901025611947
415,0.931688347254
416,0.962228431033
417,4.99263837088
418,2.0229107065
419,1.0530380116
420,1.08301289566
421,1.1128280058
422,4.14247602857
423,1.17194969176
424,1.20124176622
425,1.23034506759
426,3.25925245813
427,1.28795684845
428,1.31645119926
429,1.3447285231
430,1.3727818861
431,1.40060440964
432,1.4281892721
433,1.45552971049
434,-3.51738097782
435,1.50945056647
436,1.53601776633
437,1.56231410993
438,1.58833315232
439,1.61406851694
440,1.6395138973
441,1.66466305843
442,1.68950983849
443,8.71404815025
444,1.73827198262
445,6.76217540212
446,1.78575255433
447,-3.19100233464
448,1.83190504327
449,1.85446907945
450,1.87668425003
451,1.89854511725
452,2.92004633076
453,1.94118262899
454,1.96194884041
455,6.98233988482
456,7.00235077461
457,2.02197661599
458,2.04121261019
459,2.06005405464
460,2.07849634413
461,2.09653497197
462,2.11416553108
463,4.13138371508
464,3.14818531936
465,2.16456624209
466,2.18052248529
467,2.19605015574
468,9.21114546603
469,5.22580473541
470,2.24002439074
471,3.25380096736
472,-2.73286889002
473,2.28001157345
474,3.2924392236
475,0.304411037999
476,2.3159241067
477,0.326975632977
478,6.33756293398
479,2.34768344144
480,5.35733470226
481,2.36651437915
482,2.3752202512
483,2.3834502144
484,4.3912022822
485,4.39847458598
486,2.40526537551
487,2.41157301937
488,2.4173960054
489,2.422732941
490,2.42758255354
491,2.43194369064
492,4.43581532045
493,2.43919653195
494,0.442086535102
495,3.4444846611
496,2.44639036253
497,2.44780321348
498,2.44872290966
499,-0.550850731527
500,2.44908222908
501,2.44852185239
502,2.44746832104
503,2.44592193938
504,2.44388313337
505,3.44135245051
506,4.43833055964
507,9.43481825086
508,2.43081643526
509,2.42632614473
510,2.42134853171
511,2.41588486891
512,0.40993654895
513,2.40350508408
514,2.39659210576
515,9.38919936428
516,2.38132872832
517,-2.6270178155
518,2.36416183686
519,2.35486990639
520,2.34510873043
521,2.33488076213
522,2.32418856983
523,2.31303483641
524,6.30142235869
525,3.28935404665
526,2.27683292278
527,7.26386212132
528,2.25044488746
529,-0.763415423437
530,2.22228465335
531,0.207548690998
532,2.19238037032
533,2.1767834788
534,6.1607619097
535,2.14431966107
536,1.12746083479
537,1.11018963552
538,0.092510369699
539,2.07442744447
540,-1.9440546334
541,2.03706874133
542,2.01780227128
543,1.9981507553
544,4.97811908723
545,1.95771225474
546,1.93693533809
547,1.91579350885
548,1.89429202867
549,3.87243624794
550,0.85023160449
551,5.82768362224
552,-0.195202090137
553,6.78158015935
554,1.75803614466
555,1.73417172025
556,-2.29000718033
557,1.68550545407
558,1.66071571074
559,3.63562975157
560,1.61025381158
561,1.58459419734
562,-3.44134271455
563,1.53244952093
564,1.50597741564
565,1.47924754671
566,1.45226655486
567,1.4250411428
568,1.39757807356
569,4.36988416884
570,1.3419663073
571,1.31383142287
572,1.28548650308
573,1.25693858725
574,1.22819476485
575,3.19926217368
576,-0.829852001857
577,1.14085946746
578,1.11140385389
579,3.08178847094
580,1.05202067156
581,5.0221078463
582,0.99205742154
583,0.961876857617
584,0.931573646997
585,0.901155312426
586,0.870629405072
587,0.840003502666
588,0.809285207627
589,0.77848214519
590,-0.252398038475
591,0.716652321846
592,-4.31435909147
593,0.654575419194
594,0.623463564843
595,0.592313067924
596,0.56113166044
597,0.529927082039
598,0.498707078105
599,0.467479397847
600,0.436251792386
601,0.405032012843
602,0.373827808425
603,0.342646924518
604,0.31149710077
605,-4.71961393082
606,0.24932155221
607,0.218311260842
608,0.187362892709
609,-3.84351586982
610,0.125682638484
611,0.0949660637752
612,0.0643420312941
613,0.0338181434612
614,0.00340197800638
615,-0.0268989139008
616,3.94292299049
617,2.91287518363
618,-0.117034874121
619,2.85320024359
620,-0.176412072657
621,-1.20586446993
622,2.76485036529
623,-2.26426029475
624,1.70681077917
625,-0.321929228529
626,-3.35047318005
627,-0.378813985949
628,-0.406944606868
629,-0.434858055302
630,0.537452602689
631,-0.490005754231
632,-0.51722630437
633,-0.544202284692
634,0.429073007511
635,0.40260621297
636,-0.623596091201
637,-0.64952739313
638,-0.675181247791
639,-0.700551278596
640,-0.725631178966
641,-0.750414713889
642,-0.77489572146
643,-0.799068114398
644,-0.822925881547
645,-0.846463089365
646,-1.86967388338
647,-0.89255248965
648,-2.91509321616
649,-0.937290454254
650,-0.959138680005
651,-0.980632455581
652,-1.00176643059
653,-1.02253534338
654,-6.04293402238
655,-1.06295738734
656,-0.0826004505704
657,-1.10185831823
658,-1.12072619149
659,-4.13919936772
660,1.84272675834
661,-0.174943306556
662,0.807794844736
663,-4.20905448135
664,-6.22548708013
665,-1.24149884974
666,-1.25708579212
667,-1.27224401402
668,-1.28696972794
669,-1.30125925307
670,-0.315109016235
671,-1.32851555271
672,2.65852449287
673,-1.3539856343
674,-1.36604279998
675,-3.37764398169
676,-1.38878626942
677,-1.39946686637
678,-1.40968308966
679,-2.41943237094
680,-1.42871225707
681,-1.43752041068
682,-5.44585461081
683,-1.45371275339
684,0.53890714818
685,-1.46799303741
686,-1.47441155987
687,-1.48034678773
688,-1.48579720875
689,-1.4907614303
690,-1.49523817967
691,-1.49922630442
692,-1.50272477265
693,-1.50573267327
694,-1.50824921619
695,-4.51027373255
696,-1.51180567486
697,-0.512844617157
698,-1.51339025509
699,-1.51344240601
700,-1.513001009
701,-1.51206612492
702,-1.51063793636
703,5.49128325241
704,-1.50630298452
705,-1.50339719458
706,-1.50000004657
707,3.5038876695
708,9.50826504258
709,3.51313104083
710,3.51848451189
711,7.52432418311
712,3.53064866191
713,1.53745643613
714,3.54474587434
715,6.55251522633
716,3.56076262347
717,5.56948607921
718,3.57868348956
719,3.5883526336
720,3.59849117404
721,6.60909665781
722,3.62016651661
723,5.63169806761
724,-0.356311485914
725,3.65613494609
726,3.66903434121
727,3.68238356525
728,3.6961793731
729,3.71041840944
730,2.72509720962
731,6.74021220052
732,3.75575970138
733,3.77173592479
734,3.78813697754
735,3.80495886165
736,3.8221974753
737,6.83984861387
738,3.857907971
739,3.87637113961
740,3.89523361299
741,4.91449078596
742,0.93413795595
743,3.95417032419
744,6.97458299688
745,-1.00462901357
746,4.01652921264
747,4.03805250398
748,1.05993559889
749,4.08217314702
750,4.10475971061
751,0.127689765788
752,4.15095770396
753,11.1745578332
754,4.19848437959
755,7.22273148873
756,4.24729322716
757,4.27216358377
758,7.29733647134
759,4.32280572804
760,0.348565118905
761,4.37460833743
762,4.40092900708
763,4.4275206829
764,4.45437685307
765,6.48149094055
766,4.50885630467
767,-0.463533757226
768,1.5643139919
769,0.592392730405
770,4.6206955797
771,4.6492156059
772,4.67794582156
773,4.7068791874
774,4.73600861403
775,4.7653269637
776,4.79482705207
777,4.82450164998
778,4.85434348523
779,4.88434524439
780,4.91449957456
781,11.9447990852
782,4.97523635014
783,5.00580390897
784,5.03649426932
785,5.06729990851
786,4.09821327544
787,5.12922679244
788,5.16033285714
789,5.19152384439
790,5.22279210806
791,8.25412998301
792,5.28552978692
793,5.31698382224
794,5.34848437802
795,3.38002373188
796,5.41159415188
797,5.44318789844
798,5.47479722622
799,6.50641438609
800,5.53803162699
801,3.56964119785
802,5.60123534954
803,5.63280633673
804,7.66434641982
805,5.6958478669
806,5.72730295555
807,5.75870397487
808,7.79004322726
809,8.82131303044
810,5.85250571924
811,10.8836136476
812,5.91462919022
813,5.94554474487
814,12.9763527338
815,6.00704560602
816,6.03761583873
817,11.0680559396
818,6.09835844826
819,6.12851593849
820,6.15852101976
821,10.1883663392
822,6.21804458333
823,6.24754848
824,6.27687080002
825,6.30600435906
826,7.33494201937
827,6.36367669157
828,6.39220133637
829,6.42050896633
830,6.44859264756
831,8.47644550148
832,6.50406070644
833,6.53143149948
834,6.55855117795
835,6.58541310119
836,7.61201069214
837,6.63833743899
838,5.66438689678
839,6.690152689
840,6.71562850911
841,6.74080812217
842,6.76568536635
843,6.79025415442
844,10.8145084753
845,5.83844239548
846,6.86205006059
847,6.88532569673
848,9.90826361196
849,1.93085819767
850,6.95310393002
851,5.97499537122
852,3.99652717095
853,7.01769406764
854,9.03849088975
855,7.0589125571
856,7.07895408209
857,7.09861057093
858,7.11787722484
859,7.13674934127
860,7.15522231501
861,7.17329163938
862,9.1909529073
863,10.2082018124
864,7.22503415005
865,7.24144581847
866,7.25743281964
867,7.27299126039
868,7.28811735327
869,7.30280741756
870,7.31705788012
871,12.3308652763
872,7.34422625082
873,7.35713755852
874,7.36959606523
875,7.38159874854
876,7.3931426985
877,3.40422511839
878,7.41484332537
879,7.42499475117
880,10.4346769427
881,4.44388756267
882,13.4526243902
883,7.46088532123
884,2.46866836927
885,2.47597166569
886,7.48279346025
887,7.48913212155
888,12.4949861374
889,7.50035411528
890,9.5052347825
891,8.5096269867
892,7.51352969606
893,11.5169419995
894,7.51986310708
895,7.52229234993
896,2.52422918066
897,7.52567317336
898,9.52662402376
899,7.52708154925
900,7.52704568901
901,7.52651650393
902,7.52549417668
903,7.52397901161
904,14.5219714347
905,7.51947199339
906,7.51648135659
907,7.51300031438
908,7.50902977785
909,7.50457077892
910,7.49962447002
911,11.4941921239
912,7.48827513306
913,8.48187500989
914,7.47499338581
915,7.46763201112
916,7.4597927545
917,7.45147760256
918,7.44268865937
919,7.43342814591
920,7.42369839953
921,7.41350187339
922,7.40284113582
923,7.39171886973
924,6.38013787191
925,7.36810105237
926,7.35561143361
927,10.3426721499
928,5.32928644631
929,7.31545767835
930,13.3011893107
931,13.2864849165
932,3.27134817664
933,14.2557828786
934,7.23979291554
935,14.2233822856
936,7.20655509073
937,7.18931553549
938,7.17166792636
939,7.15361667049
940,7.13516627464
941,7.11632134407
942,7.09708658141
943,7.0774667855
944,7.05746685019
945,7.03709176315
946,7.01634660465
947,6.99523654628
948,6.97376684967
949,6.95194286522
950,6.92977003078
951,6.90725387027
952,6.88439999235
953,6.86121408904
954,9.83770193429
955,6.81386938257
956,10.7897223674
957,6.76526690004
958,6.74050906766
959,6.71545503222
960,6.69011102873
961,2.66448336377
962,12.6385784139
963,6.61240262426
964,13.5859625066
965,6.55926463812
966,6.5323156595
967,5.50512227349
968,6.47769124311
969,6.45002939007
970,6.42214359303
971,6.39404078593
972,6.3657279563
973,6.33721214347
974,1.30850043692
975,6.27959997444
976,6.25051794045
977,6.22126156418
978,6.19183811788
979,9.16225491508
980,3.1325193087
981,6.10263868934
982,9.07262048336
983,6.04247215111
984,6.01220118506
985,3.98181510795
986,5.95132147097
987,6.92072785185
988,5.89004185301
989,5.85927109969
990,5.82842323807
991,5.79750593337
992,5.76652686796
993,7.73549373949
994,5.70441425894
995,0.673296148772
996,5.642147141
997,5.61097497527
998,6.57978739698
999,5.54859215534
1000,9.51739700147
1001,5.4862096865
1002,5.45503795965
1003,9.4238895663
1004,5.39277224611
1005,5.36169373108
1006,2.33066174368
1007,4.2996839949
1008,11.2687681824
1009,5.23792198847
1010,6.20715307843
1011,9.17646909842
1012,9.14587767367
1013,6.11538640662
1014,6.085002875
1015,5.05473462998
1016,5.02458919431
1017,4.99457406048
1018,7.96469668881
1019,11.9349645057
1020,4.90538490168
1021,4.87596522975
1022,1.84671280339
1023,4.81763489487
1024,11.7887387334
1025,4.76003150346
1026,4.73152034279
1027,4.70321234086
1028,4.67511453704
1029,4.64723391883
1030,0.619577420177
1031,4.59215191975
1032,4.56496423926
1033,-0.46197885827
1034,4.51132932988
1035,8.48489544445
1036,4.45872606256
1037,4.43282769608
1038,4.40720679004
1039,4.38186972104
1040,9.35682279567
1041,4.33207224893
1042,6.30762424275
1043,4.2834848644
1044,4.25966012504
1045,2.23615595824
1046,4.21297821845
1047,6.19013267963
1048,4.16762503381
1049,4.14546088963
1050,4.12364577104
1051,4.10218511587
1052,4.08108427452
1053,9.06034850863
1054,4.0399829898
1055,4.01999279829
1056,4.00038292177
1057,3.98115825409
1058,9.9623235941
1059,8.94388364443
1060,7.92584301035
1061,1.9082061986
1062,3.89097761635
1063,3.87416157003
1064,3.85776226433
1065,3.84178380111
1066,3.82623017846
1067,3.81110528961
1068,4.79641292209
1069,0.782156756681
1070,3.7683403666
1071,3.75496721655
1072,1.74204066192
1073,0.7295639479
1074,3.71754020874
1075,3.70597246692
1076,3.69486363246
1077,3.68421650216
1078,3.67403375891
1079,3.66431797107
1080,8.65507159179
1081,3.64629695842
1082,3.63799629194
1083,3.63017169643
1084,3.62282515849
1085,3.61595854682
1086,3.60957361171
1087,3.60367198464
1088,0.598255177845
1089,3.59332458398
1090,2.58888147575
1091,3.58492700559
1092,3.58146220541
1093,3.57848798631
1094,8.5760051384
1095,3.57401433052
1096,5.57251611018
1097,1.57151090335
1098,3.57099901437
1099,3.57098062591
1100,3.57145579889
1101,-0.427575527554
1102,3.57388646401
1103,3.5758414693
1104,4.57828906242
1105,5.58122869595
1106,3.58465970109
1107,-1.41141871217
1108,-1.40700745487
1109,-6.40210755883
1110,-1.39672017643
1111,3.60915341969
1112,-1.38448816302
1113,-4.37764643675
1114,-1.37032303289
1115,-1.36251970167
1116,-1.3542383117
1117,-1.34548084953
1118,0.663750580849
1119,-1.32654624147
1120,-1.31637365376
1121,0.694265890877
1122,-3.29463017581
1123,-1.28306453667
1124,-1.27103998842
1125,-1.25855944099
1126,-1.2456259168
1127,-0.23224255003
1128,-3.2184125858
1129,-1.20413937941
1130,-5.18942639551
1131,-4.17427720722
1132,-1.15869549527
1133,-1.1426850471
1134,-1.12624975589
1135,-1.10939361962
1136,-1.09212074012
1137,-1.07443532197
1138,2.94365832844
1139,-1.03784419595
1140,-1.01894740183
1141,0.000344105595333
1142,1.02002562378
1143,-0.959907646042
1144,-0.939460597659
1145,0.0813617813282
1146,-0.897445589267
1147,-0.875887880961
1148,-3.85397035532
1149,-0.831698362686
1150,-0.809077340811
1151,-0.786112813556
1152,-1.76281038951
1153,-0.739175760624
1154,-0.715214700767
1155,-0.690933064345
1156,0.333663215167
1157,-3.64143187332
1158,2.38377558299
1159,-0.590720577758
1160,-0.564926590495
1161,5.46115123827
1162,-0.512493467997
1163,-0.485867154241
1164,3.54102366773
1165,-0.431827579134
1166,-0.40442753549
1167,3.62321709602
1168,-0.348900447578
1169,-0.320786987901
1170,-0.292449403547
1171,-0.263894628391
1172,-0.235129649869
1173,-0.206161507264
1174,4.82300271004
1175,-0.147644135691
1176,1.8818907712
1177,2.91160020157
1178,1.94147688321
1179,0.971513502696
1180,0.00170270714822
1181,2.03203710607
1182,0.0625092731492
1183,0.0931117481262
1184,0.123837038599
1185,4.15467762189
1186,-0.814374053106
1187,0.216674435953
1188,6.24781548671
1189,0.279041474006
1190,0.310344751732
1191,0.341717654743
1192,0.373152500735
1193,0.404641592146
1194,0.43617721805
1195,0.467751656064
1196,1.49935717425
1197,0.53098603304
1198,-1.4373695129
1199,0.594282787306
1200,0.625935182594
1201,0.657579921914
1202,0.689209256125
1203,6.72081543991
1204,0.752390733695
1205,0.783927405537
1206,0.815417733057
1207,0.84685400533
1208,0.878228524794
1209,0.909533609144
1210,0.940761593233
1211,0.971904830961
1212,1.00295569716
1213,5.03390658948
1214,1.06474993026
1215,1.09547816839
1216,1.12608378121
1217,1.1565592763
1218,4.1868971934
1219,2.21709010622
1220,1.24713062424
1221,1.2770113946
1222,1.30672510386
1223,1.33626447983
1224,2.36562229334
1225,-2.60520863992
1226,-1.5762354577
1227,1.45253475062
1228,5.48109494575
1229,1.50943814026
1230,1.53755740028
1231,1.56544584722
1232,1.59309665944
1233,1.62050307398
1234,1.64765838821
1235,-1.32544403854
1236,0.701189216687
1237,1.72755164209
1238,1.7536367927
1239,1.77943829201
1240,1.80494983351
1241,1.83016518225
1242,1.8550781764
1243,1.87968272875
1244,1.9039728282
1245,-2.07205745871
1246,1.95158601362
1247,1.97489747131
1248,1.99787122241
1249,2.02050165834
1250,4.04278325524
1251,2.06471057535
1252,6.08627826834
1253,1.10748107264
1254,4.12831381674
1255,2.14877142045
1256,2.16884889618
1257,6.18854135013
1258,2.20784398355
1259,2.22675209388
1260,7.24526107592
1261,2.263366423
1262,2.28106372804
1263,2.29834868467
1264,2.31521708829
1265,2.3316648371
1266,2.3476879331
1267,2.36328248311
1268,2.37844469971
1269,4.39317090217
1270,2.40745751735
1271,2.42130108063
1272,2.4346982367
1273,2.44764574043
1274,2.46014045765
1275,4.47217936596
1276,2.48375955542
1277,2.4948782293
1278,0.50553270478
1279,2.51572041359
1280,2.52543890264
1281,2.53468583466
1282,8.54345898874
1283,2.5517562609
1284,2.55957566459
1285,2.56691533119
1286,2.57377351049
1287,1.5801485711
1288,2.58603900083
1289,2.59144340712
1290,2.59636051735
1291,2.60078917913
1292,2.60472836066
1293,2.60817715088
1294,4.6111347598
1295,2.61360051862
1296,2.61557387992
1297,5.61705441781
1298,2.61804182801
1299,2.61853592795
1300,-0.381463343231
1301,2.6180440754
1302,2.61705836651
1303,2.61557983444
1304,2.61360890516
1305,2.61114612619
1306,2.60819216638
1307,2.60474781583
1308,2.60081398565
1309,5.59639170774
1310,9.59148213456
1311,2.58608653881
1312,2.58020631313
1313,2.57384296979
1314,2.56699814026
1315,2.55967357482
1316,-2.44812885781
1317,2.54359282898
1318,2.53484073925
1319,7.525617094
1320,6.51592423057
1321,2.50576460214
1322,2.49514077704
1323,2.48405543819
1324,2.47251138239
1325,4.46051151965
1326,2.44805887247
1327,4.43515657508
1328,-0.578192127292
1329,2.40801612072
1330,2.39378478383
1331,5.37911743526
1332,2.36401775581
1333,2.34848953298
1334,2.33253666004
1335,8.31616313505
1336,3.2993730599
1337,2.28217063928
1338,2.26456017962
1339,1.24654608809
1340,2.22813287144
1341,2.20932513495
1342,5.19012758125
1343,8.17054500917
1344,2.1505823126
1345,2.1302444792
1346,7.10953658924
1347,2.08846381432
1348,7.06703141607
1349,4.04524474492
1350,2.02310923869
1351,2.00063042133
1352,2.97781390151
1353,1.95466537123
1354,1.93119060447
1355,-2.0926045443
1356,3.88328585848
1357,1.85886782396
1358,3.83414743945
1359,1.80913086685
1360,1.78382434119
1361,1.75823416905
1362,1.73236672704
1363,1.70622846019
1364,-2.32017411962
1365,-3.34683443525
1366,1.62625415402
1367,1.59909835092
1368,1.57170491849
1369,1.54408067844
1370,2.51623250944
1371,1.48816734544
1372,1.45989217396
1373,1.43141403436
1374,1.40274001609
1375,1.37387725699
1376,2.34483294146
1377,1.31561429873
1378,7.28622860108
1379,1.25668316201
1380,1.2269853345
1381,1.1971425091
1382,1.16716211221
1383,1.13705160418
1384,2.10681847747
1385,-0.923529745145
1386,1.0460144875
1387,4.01545875316
1388,0.984810654264
1389,0.95407781605
1390,0.923267884702
1391,3.89238852545
1392,0.86144742067
1393,0.830452268009
1394,0.79941077847
1395,0.768330674514
1396,0.737219688156
1397,0.706085559055
1398,0.674936032607
1399,4.64377885803
1400,6.61262178646
1401,-4.41852743097
1402,0.550338954947
1403,0.519228689622
1404,4.48814951271
1405,1.45710915622
1406,0.426115342621
1407,0.395175782914
1408,0.364298174742
1409,5.33349020049
1410,0.302759525377
1411,0.272113795591
1412,0.241560636376
1413,1.21110765016
1414,-3.8192375853
1415,0.150532481156
1416,1.1204253723
1417,0.0904485805985
1418,0.0606095664108
1419,7.03091575611
1420,0.00137454028881
1421,-0.0280067281111
1422,-3.05722073557
1423,-0.0862602098144
1424,-0.115117921611
1425,-0.143786686546
1426,-0.172259366801
1427,-0.200528872913
1428,-0.228588165521
1429,-0.256430257108
1430,-2.28404821372
1431,-0.311435156687
1432,-0.338584264299
1433,4.63451122649
1434,3.60785801839
1435,-0.418537247837
1436,-0.444667995083
1437,0.529472288543
1438,-0.496109951923
1439,-0.521408339882
1440,-0.546416568743
1441,-0.571128403483
1442,-0.595537682186
1443,0.380361682443
1444,-0.643424298431
1445,-0.666889691254
1446,-0.690028641545
1447,-0.712835375342
1448,0.264695799373
1449,-0.757429508729
1450,-0.779205775711
1451,-0.800627563729
1452,-0.821689522375
1453,-0.842386389999
1454,-0.862712995005
1455,-0.882664257127
1456,4.09776481132
1457,-0.921420895812
1458,-1.94021657966
1459,-0.958617537606
