Datetime,Value
1/1/2019 3:25,2.21110025
1/1/2019 3:26,0.180008013
1/1/2019 3:27,0.148969991
1/1/2019 3:28,0.117993881
1/1/2019 3:29,0.087087365
1/1/2019 3:30,0.056258109
1/1/2019 3:31,0.025513759
1/1/2019 3:32,-5.00513806
1/1/2019 3:33,-1.035689745
1/1/2019 3:34,-0.06613372
1/1/2019 3:35,-3.096462431
1/1/2019 3:36,-5.126668358
1/1/2019 3:37,-0.156744007
1/1/2019 3:38,-0.186681918
1/1/2019 3:39,2.783525335
1/1/2019 3:40,4.753885144
1/1/2019 3:41,2.72440486
1/1/2019 3:42,-3.304908203
1/1/2019 3:43,5.665953228
1/1/2019 3:44,-0.363003618
1/1/2019 3:45,-0.391771557
1/1/2019 3:46,-0.420343451
1/1/2019 3:47,-1.448712211
1/1/2019 3:48,-0.476870797
1/1/2019 3:49,-0.504812221
1/1/2019 3:50,-0.53252955
1/1/2019 3:51,-0.560015906
1/1/2019 3:52,-0.587264466
1/1/2019 3:53,-0.614268467
1/1/2019 3:54,-3.641021207
1/1/2019 3:55,-0.667516045
1/1/2019 3:56,-0.693746403
1/1/2019 3:57,3.280294229
1/1/2019 3:58,-0.745387703
1/1/2019 3:59,-0.770785822
1/1/2019 4:00,-0.795893821
1/1/2019 4:01,0.179294533
1/1/2019 4:02,-0.845214596
1/1/2019 4:03,3.130584877
1/1/2019 4:04,-0.893301034
1/1/2019 4:05,-0.916866398
1/1/2019 4:06,2.059894641
1/1/2019 4:07,-0.963012143
1/1/2019 4:08,-0.985581059
1/1/2019 4:09,-1.007806498
1/1/2019 4:10,-1.029682936
1/1/2019 4:11,-0.051204935
1/1/2019 4:12,-1.072367144
1/1/2019 4:13,5.906835697
1/1/2019 4:14,-1.113591239
1/1/2019 4:15,-1.133642873
1/1/2019 4:16,-1.153314216
1/1/2019 4:17,-0.172600375
1/1/2019 4:18,1.80850345
1/1/2019 4:19,-1.209998041
1/1/2019 4:20,1.77189976
1/1/2019 4:21,-3.245798641
1/1/2019 4:22,-1.263088837
1/1/2019 4:23,-1.279966523
1/1/2019 4:24,-1.296427492
1/1/2019 4:25,-1.312467643
1/1/2019 4:26,-1.328082979
1/1/2019 4:27,-1.343269605
1/1/2019 4:28,0.641976265
1/1/2019 4:29,-1.372341688
1/1/2019 4:30,-1.38621989
1/1/2019 4:31,-1.399654876
1/1/2019 4:32,-1.412643292
1/1/2019 4:33,-1.425181892
1/1/2019 4:34,-1.437267542
1/1/2019 4:35,-1.448897219
1/1/2019 4:36,3.539931986
1/1/2019 4:37,-1.470777129
1/1/2019 4:38,-1.481021882
1/1/2019 4:39,-1.490799705
1/1/2019 4:40,-1.500108143
1/1/2019 4:41,-1.508944861
1/1/2019 4:42,-1.517307637
1/1/2019 4:43,-1.525194366
1/1/2019 4:44,-1.532603063
1/1/2019 4:45,0.460468142
1/1/2019 4:46,-1.545979002
1/1/2019 4:47,-1.551942863
1/1/2019 4:48,-1.557421928
1/1/2019 4:49,0.437585195
1/1/2019 4:50,-1.566920222
1/1/2019 4:51,-1.570937025
1/1/2019 4:52,-1.574464183
1/1/2019 4:53,-1.577500785
1/1/2019 4:54,-3.580046041
1/1/2019 4:55,-1.582099282
1/1/2019 4:56,-1.58365996
1/1/2019 4:57,-1.58472765
1/1/2019 4:58,-1.585302047
1/1/2019 4:59,-1.585382968
1/1/2019 5:00,-3.584970353
1/1/2019 5:01,-1.584064263
1/1/2019 5:02,5.417335121
1/1/2019 5:03,-1.580772507
1/1/2019 5:04,-4.578387572
1/1/2019 5:05,-1.575510622
1/1/2019 5:06,-1.572142325
1/1/2019 5:07,-1.568283471
1/1/2019 5:08,-1.563934972
1/1/2019 5:09,-1.55909786
1/1/2019 5:10,-1.553773286
1/1/2019 5:11,-1.547962524
1/1/2019 5:12,4.458333034
1/1/2019 5:13,-1.534888123
1/1/2019 5:14,-1.527627629
1/1/2019 5:15,-1.519887232
1/1/2019 5:16,-6.511668802
1/1/2019 5:17,-1.502974324
1/1/2019 5:18,-1.493805904
1/1/2019 5:19,-1.484165761
1/1/2019 5:20,-1.474056234
1/1/2019 5:21,-1.463479775
1/1/2019 5:22,-1.452438953
1/1/2019 5:23,-1.44093645
1/1/2019 5:24,-0.428975063
1/1/2019 5:25,0.583442298
1/1/2019 5:26,-1.40368739
1/1/2019 5:27,-1.39036726
1/1/2019 5:28,-1.376600559
1/1/2019 5:29,-1.36239064
1/1/2019 5:30,-1.347740969
1/1/2019 5:31,-2.33265512
1/1/2019 5:32,-1.317136771
1/1/2019 5:33,-5.301189712
1/1/2019 5:34,-1.284817836
1/1/2019 5:35,-1.268025139
1/1/2019 5:36,-1.250815725
1/1/2019 5:37,-1.233193798
1/1/2019 5:38,-1.215163663
1/1/2019 5:39,-1.196729729
1/1/2019 5:40,-1.177896502
1/1/2019 5:41,-1.158668587
1/1/2019 5:42,-5.139050687
1/1/2019 5:43,-1.1190476
1/1/2019 5:44,-1.09866422
1/1/2019 5:45,2.922094465
1/1/2019 5:46,-5.056776626
1/1/2019 5:47,-1.035282662
1/1/2019 5:48,-1.013428908
1/1/2019 5:49,-4.991220711
1/1/2019 5:50,-0.968663511
1/1/2019 5:51,-0.945762831
1/1/2019 5:52,-0.92252428
1/1/2019 5:53,-0.898953549
1/1/2019 5:54,-0.875056413
1/1/2019 5:55,0.149161274
1/1/2019 5:56,-0.826306422
1/1/2019 5:57,-0.801465511
1/1/2019 5:58,-1.776322081
1/1/2019 5:59,2.249117707
1/1/2019 6:00,-0.725152384
1/1/2019 6:01,-0.699138658
1/1/2019 6:02,3.327152507
1/1/2019 6:03,-0.646285334
1/1/2019 6:04,-0.619458692
1/1/2019 6:05,-0.592374145
1/1/2019 6:06,-5.565038332
1/1/2019 6:07,-0.537457958
1/1/2019 6:08,-0.509639784
1/1/2019 6:09,-5.481590633
1/1/2019 6:10,0.546682617
1/1/2019 6:11,-0.424826968
1/1/2019 6:12,-0.396126376
1/1/2019 6:13,-0.367222645
1/1/2019 6:14,-0.338122865
1/1/2019 6:15,-0.308834173
1/1/2019 6:16,-0.279363755
1/1/2019 6:17,1.75028116
1/1/2019 6:18,-0.219906699
1/1/2019 6:19,0.810065354
1/1/2019 6:20,-0.159810033
1/1/2019 6:21,-0.129540252
1/1/2019 6:22,-0.099132729
1/1/2019 6:23,-0.068594924
1/1/2019 6:24,-0.037934329
1/1/2019 6:25,-0.007158467
1/1/2019 6:26,0.02372511
1/1/2019 6:27,0.054708826
1/1/2019 6:28,0.085785078
1/1/2019 6:29,4.11694624
1/1/2019 6:30,0.148184667
1/1/2019 6:31,-3.820507307
1/1/2019 6:32,0.210862636
1/1/2019 6:33,3.242286798
1/1/2019 6:34,4.273757469
1/1/2019 6:35,0.305266926
1/1/2019 6:36,-0.663192563
1/1/2019 6:37,0.368371263
1/1/2019 6:38,0.399950658
1/1/2019 6:39,0.431537874
1/1/2019 6:40,-2.536874842
1/1/2019 6:41,2.49470476
1/1/2019 6:42,0.526268931
1/1/2019 6:43,0.557809926
1/1/2019 6:44,1.589320005
1/1/2019 6:45,0.620791435
1/1/2019 6:46,0.652216495
1/1/2019 6:47,0.683587474
1/1/2019 6:48,5.714896674
1/1/2019 6:49,0.746136412
1/1/2019 6:50,0.777299024
1/1/2019 6:51,0.808376864
1/1/2019 6:52,0.839362306
1/1/2019 6:53,0.870247748
1/1/2019 6:54,0.901025612
1/1/2019 6:55,0.931688347
1/1/2019 6:56,0.962228431
1/1/2019 6:57,4.992638371
1/1/2019 6:58,2.022910707
1/1/2019 6:59,1.053038012
1/1/2019 7:00,1.083012896
1/1/2019 7:01,1.112828006
1/1/2019 7:02,4.142476029
1/1/2019 7:03,1.171949692
1/1/2019 7:04,1.201241766
1/1/2019 7:05,1.230345068
1/1/2019 7:06,3.259252458
1/1/2019 7:07,1.287956848
1/1/2019 7:08,1.316451199
1/1/2019 7:09,1.344728523
1/1/2019 7:10,1.372781886
1/1/2019 7:11,1.40060441
1/1/2019 7:12,1.428189272
1/1/2019 7:13,1.45552971
1/1/2019 7:14,-3.517380978
1/1/2019 7:15,1.509450566
1/1/2019 7:16,1.536017766
1/1/2019 7:17,1.56231411
1/1/2019 7:18,1.588333152
1/1/2019 7:19,1.614068517
1/1/2019 7:20,1.639513897
1/1/2019 7:21,1.664663058
1/1/2019 7:22,1.689509838
1/1/2019 7:23,8.71404815
1/1/2019 7:24,1.738271983
1/1/2019 7:25,6.762175402
1/1/2019 7:26,1.785752554
1/1/2019 7:27,-3.191002335
1/1/2019 7:28,1.831905043
1/1/2019 7:29,1.854469079
1/1/2019 7:30,1.87668425
1/1/2019 7:31,1.898545117
1/1/2019 7:32,2.920046331
1/1/2019 7:33,1.941182629
1/1/2019 7:34,1.96194884
1/1/2019 7:35,6.982339885
1/1/2019 7:36,7.002350775
1/1/2019 7:37,2.021976616
1/1/2019 7:38,2.04121261
1/1/2019 7:39,2.060054055
1/1/2019 7:40,2.078496344
1/1/2019 7:41,2.096534972
1/1/2019 7:42,2.114165531
1/1/2019 7:43,4.131383715
1/1/2019 7:44,3.148185319
1/1/2019 7:45,2.164566242
1/1/2019 7:46,2.180522485
1/1/2019 7:47,2.196050156
1/1/2019 7:48,9.211145466
1/1/2019 7:49,5.225804735
1/1/2019 7:50,2.240024391
1/1/2019 7:51,3.253800967
1/1/2019 7:52,-2.73286889
1/1/2019 7:53,2.280011573
1/1/2019 7:54,3.292439224
1/1/2019 7:55,0.304411038
1/1/2019 7:56,2.315924107
1/1/2019 7:57,0.326975633
1/1/2019 7:58,6.337562934
1/1/2019 7:59,2.347683441
1/1/2019 8:00,5.357334702
1/1/2019 8:01,2.366514379
1/1/2019 8:02,2.375220251
1/1/2019 8:03,2.383450214
1/1/2019 8:04,4.391202282
1/1/2019 8:05,4.398474586
1/1/2019 8:06,2.405265376
1/1/2019 8:07,2.411573019
1/1/2019 8:08,2.417396005
1/1/2019 8:09,2.422732941
1/1/2019 8:10,2.427582554
1/1/2019 8:11,2.431943691
1/1/2019 8:12,4.43581532
1/1/2019 8:13,2.439196532
1/1/2019 8:14,0.442086535
1/1/2019 8:15,3.444484661
1/1/2019 8:16,2.446390363
1/1/2019 8:17,2.447803213
1/1/2019 8:18,2.44872291
1/1/2019 8:19,-0.550850732
1/1/2019 8:20,2.449082229
1/1/2019 8:21,2.448521852
1/1/2019 8:22,2.447468321
1/1/2019 8:23,2.445921939
1/1/2019 8:24,2.443883133
1/1/2019 8:25,3.441352451
1/1/2019 8:26,4.43833056
1/1/2019 8:27,9.434818251
1/1/2019 8:28,2.430816435
1/1/2019 8:29,2.426326145
1/1/2019 8:30,2.421348532
1/1/2019 8:31,2.415884869
1/1/2019 8:32,0.409936549
1/1/2019 8:33,2.403505084
1/1/2019 8:34,2.396592106
1/1/2019 8:35,9.389199364
1/1/2019 8:36,2.381328728
1/1/2019 8:37,-2.627017816
1/1/2019 8:38,2.364161837
1/1/2019 8:39,2.354869906
1/1/2019 8:40,2.34510873
1/1/2019 8:41,2.334880762
1/1/2019 8:42,2.32418857
1/1/2019 8:43,2.313034836
1/1/2019 8:44,6.301422359
1/1/2019 8:45,3.289354047
1/1/2019 8:46,2.276832923
1/1/2019 8:47,7.263862121
1/1/2019 8:48,2.250444887
1/1/2019 8:49,-0.763415423
1/1/2019 8:50,2.222284653
1/1/2019 8:51,0.207548691
1/1/2019 8:52,2.19238037
1/1/2019 8:53,2.176783479
1/1/2019 8:54,6.16076191
1/1/2019 8:55,2.144319661
1/1/2019 8:56,1.127460835
1/1/2019 8:57,1.110189636
1/1/2019 8:58,0.09251037
1/1/2019 8:59,2.074427444
1/1/2019 9:00,-1.944054633
1/1/2019 9:01,2.037068741
1/1/2019 9:02,2.017802271
1/1/2019 9:03,1.998150755
1/1/2019 9:04,4.978119087
1/1/2019 9:05,1.957712255
1/1/2019 9:06,1.936935338
1/1/2019 9:07,1.915793509
1/1/2019 9:08,1.894292029
1/1/2019 9:09,3.872436248
1/1/2019 9:10,0.850231604
1/1/2019 9:11,5.827683622
1/1/2019 9:12,-0.19520209
1/1/2019 9:13,6.781580159
1/1/2019 9:14,1.758036145
1/1/2019 9:15,1.73417172
1/1/2019 9:16,-2.29000718
1/1/2019 9:17,1.685505454
1/1/2019 9:18,1.660715711
1/1/2019 9:19,3.635629752
1/1/2019 9:20,1.610253812
1/1/2019 9:21,1.584594197
1/1/2019 9:22,-3.441342715
1/1/2019 9:23,1.532449521
1/1/2019 9:24,1.505977416
1/1/2019 9:25,1.479247547
1/1/2019 9:26,1.452266555
1/1/2019 9:27,1.425041143
1/1/2019 9:28,1.397578074
1/1/2019 9:29,4.369884169
1/1/2019 9:30,1.341966307
1/1/2019 9:31,1.313831423
1/1/2019 9:32,1.285486503
1/1/2019 9:33,1.256938587
1/1/2019 9:34,1.228194765
1/1/2019 9:35,3.199262174
1/1/2019 9:36,-0.829852002
1/1/2019 9:37,1.140859467
1/1/2019 9:38,1.111403854
1/1/2019 9:39,3.081788471
1/1/2019 9:40,1.052020672
1/1/2019 9:41,5.022107846
1/1/2019 9:42,0.992057422
1/1/2019 9:43,0.961876858
1/1/2019 9:44,0.931573647
1/1/2019 9:45,0.901155312
1/1/2019 9:46,0.870629405
1/1/2019 9:47,0.840003503
1/1/2019 9:48,0.809285208
1/1/2019 9:49,0.778482145
1/1/2019 9:50,-0.252398038
1/1/2019 9:51,0.716652322
1/1/2019 9:52,-4.314359091
1/1/2019 9:53,0.654575419
1/1/2019 9:54,0.623463565
1/1/2019 9:55,0.592313068
1/1/2019 9:56,0.56113166
1/1/2019 9:57,0.529927082
1/1/2019 9:58,0.498707078
1/1/2019 9:59,0.467479398
1/1/2019 10:00,0.436251792
1/1/2019 10:01,0.405032013
1/1/2019 10:02,0.373827808
1/1/2019 10:03,0.342646925
1/1/2019 10:04,0.311497101
1/1/2019 10:05,-4.719613931
1/1/2019 10:06,0.249321552
1/1/2019 10:07,0.218311261
1/1/2019 10:08,0.187362893
1/1/2019 10:09,-3.84351587
1/1/2019 10:10,0.125682638
1/1/2019 10:11,0.094966064
1/1/2019 10:12,0.064342031
1/1/2019 10:13,0.033818143
1/1/2019 10:14,0.003401978
1/1/2019 10:15,-0.026898914
1/1/2019 10:16,3.94292299
1/1/2019 10:17,2.912875184
1/1/2019 10:18,-0.117034874
1/1/2019 10:19,2.853200244
1/1/2019 10:20,-0.176412073
1/1/2019 10:21,-1.20586447
1/1/2019 10:22,2.764850365
1/1/2019 10:23,-2.264260295
1/1/2019 10:24,1.706810779
1/1/2019 10:25,-0.321929229
1/1/2019 10:26,-3.35047318
1/1/2019 10:27,-0.378813986
1/1/2019 10:28,-0.406944607
1/1/2019 10:29,-0.434858055
1/1/2019 10:30,0.537452603
1/1/2019 10:31,-0.490005754
1/1/2019 10:32,-0.517226304
1/1/2019 10:33,-0.544202285
1/1/2019 10:34,0.429073008
1/1/2019 10:35,0.402606213
1/1/2019 10:36,-0.623596091
1/1/2019 10:37,-0.649527393
1/1/2019 10:38,-0.675181248
1/1/2019 10:39,-0.700551279
1/1/2019 10:40,-0.725631179
1/1/2019 10:41,-0.750414714
1/1/2019 10:42,-0.774895721
1/1/2019 10:43,-0.799068114
1/1/2019 10:44,-0.822925882
1/1/2019 10:45,-0.846463089
1/1/2019 10:46,-1.869673883
1/1/2019 10:47,-0.89255249
1/1/2019 10:48,-2.915093216
1/1/2019 10:49,-0.937290454
1/1/2019 10:50,-0.95913868
1/1/2019 10:51,-0.980632456
1/1/2019 10:52,-1.001766431
1/1/2019 10:53,-1.022535343
1/1/2019 10:54,-6.042934022
1/1/2019 10:55,-1.062957387
1/1/2019 10:56,-0.082600451
1/1/2019 10:57,-1.101858318
1/1/2019 10:58,-1.120726191
1/1/2019 10:59,-4.139199368
1/1/2019 11:00,1.842726758
1/1/2019 11:01,-0.174943307
1/1/2019 11:02,0.807794845
1/1/2019 11:03,-4.209054481
1/1/2019 11:04,-6.22548708
1/1/2019 11:05,-1.24149885
1/1/2019 11:06,-1.257085792
1/1/2019 11:07,-1.272244014
1/1/2019 11:08,-1.286969728
1/1/2019 11:09,-1.301259253
1/1/2019 11:10,-0.315109016
1/1/2019 11:11,-1.328515553
1/1/2019 11:12,2.658524493
1/1/2019 11:13,-1.353985634
1/1/2019 11:14,-1.3660428
1/1/2019 11:15,-3.377643982
1/1/2019 11:16,-1.388786269
1/1/2019 11:17,-1.399466866
1/1/2019 11:18,-1.40968309
1/1/2019 11:19,-2.419432371
1/1/2019 11:20,-1.428712257
1/1/2019 11:21,-1.437520411
1/1/2019 11:22,-5.445854611
1/1/2019 11:23,-1.453712753
1/1/2019 11:24,0.538907148
1/1/2019 11:25,-1.467993037
1/1/2019 11:26,-1.47441156
1/1/2019 11:27,-1.480346788
1/1/2019 11:28,-1.485797209
1/1/2019 11:29,-1.49076143
1/1/2019 11:30,-1.49523818
1/1/2019 11:31,-1.499226304
1/1/2019 11:32,-1.502724773
1/1/2019 11:33,-1.505732673
1/1/2019 11:34,-1.508249216
1/1/2019 11:35,-4.510273733
1/1/2019 11:36,-1.511805675
1/1/2019 11:37,-0.512844617
1/1/2019 11:38,-1.513390255
1/1/2019 11:39,-1.513442406
1/1/2019 11:40,-1.513001009
1/1/2019 11:41,-1.512066125
1/1/2019 11:42,-1.510637936
1/1/2019 11:43,5.491283252
1/1/2019 11:44,-1.506302985
1/1/2019 11:45,-1.503397195
1/1/2019 11:46,-1.500000047
1/1/2019 11:47,3.50388767
1/1/2019 11:48,9.508265043
1/1/2019 11:49,3.513131041
1/1/2019 11:50,3.518484512
1/1/2019 11:51,7.524324183
1/1/2019 11:52,3.530648662
1/1/2019 11:53,1.537456436
1/1/2019 11:54,3.544745874
1/1/2019 11:55,6.552515226
1/1/2019 11:56,3.560762623
1/1/2019 11:57,5.569486079
1/1/2019 11:58,3.57868349
1/1/2019 11:59,3.588352634
1/1/2019 12:00,3.598491174
1/1/2019 12:01,6.609096658
1/1/2019 12:02,3.620166517
1/1/2019 12:03,5.631698068
1/1/2019 12:04,-0.356311486
1/1/2019 12:05,3.656134946
1/1/2019 12:06,3.669034341
1/1/2019 12:07,3.682383565
1/1/2019 12:08,3.696179373
1/1/2019 12:09,3.710418409
1/1/2019 12:10,2.72509721
1/1/2019 12:11,6.740212201
1/1/2019 12:12,3.755759701
1/1/2019 12:13,3.771735925
1/1/2019 12:14,3.788136978
1/1/2019 12:15,3.804958862
1/1/2019 12:16,3.822197475
1/1/2019 12:17,6.839848614
1/1/2019 12:18,3.857907971
1/1/2019 12:19,3.87637114
1/1/2019 12:20,3.895233613
1/1/2019 12:21,4.914490786
1/1/2019 12:22,0.934137956
1/1/2019 12:23,3.954170324
1/1/2019 12:24,6.974582997
1/1/2019 12:25,-1.004629014
1/1/2019 12:26,4.016529213
1/1/2019 12:27,4.038052504
1/1/2019 12:28,1.059935599
1/1/2019 12:29,4.082173147
1/1/2019 12:30,4.104759711
1/1/2019 12:31,0.127689766
1/1/2019 12:32,4.150957704
1/1/2019 12:33,11.17455783
1/1/2019 12:34,4.19848438
1/1/2019 12:35,7.222731489
1/1/2019 12:36,4.247293227
1/1/2019 12:37,4.272163584
1/1/2019 12:38,7.297336471
1/1/2019 12:39,4.322805728
1/1/2019 12:40,0.348565119
1/1/2019 12:41,4.374608337
1/1/2019 12:42,4.400929007
1/1/2019 12:43,4.427520683
1/1/2019 12:44,4.454376853
1/1/2019 12:45,6.481490941
1/1/2019 12:46,4.508856305
1/1/2019 12:47,-0.463533757
1/1/2019 12:48,1.564313992
1/1/2019 12:49,0.59239273
1/1/2019 12:50,4.62069558
1/1/2019 12:51,4.649215606
1/1/2019 12:52,4.677945822
1/1/2019 12:53,4.706879187
1/1/2019 12:54,4.736008614
1/1/2019 12:55,4.765326964
1/1/2019 12:56,4.794827052
1/1/2019 12:57,4.82450165
1/1/2019 12:58,4.854343485
1/1/2019 12:59,4.884345244
1/1/2019 13:00,4.914499575
1/1/2019 13:01,11.94479909
1/1/2019 13:02,4.97523635
1/1/2019 13:03,5.005803909
1/1/2019 13:04,5.036494269
1/1/2019 13:05,5.067299909
1/1/2019 13:06,4.098213275
1/1/2019 13:07,5.129226792
1/1/2019 13:08,5.160332857
1/1/2019 13:09,5.191523844
1/1/2019 13:10,5.222792108
1/1/2019 13:11,8.254129983
1/1/2019 13:12,5.285529787
1/1/2019 13:13,5.316983822
1/1/2019 13:14,5.348484378
1/1/2019 13:15,3.380023732
1/1/2019 13:16,5.411594152
1/1/2019 13:17,5.443187898
1/1/2019 13:18,5.474797226
1/1/2019 13:19,6.506414386
1/1/2019 13:20,5.538031627
1/1/2019 13:21,3.569641198
1/1/2019 13:22,5.60123535
1/1/2019 13:23,5.632806337
1/1/2019 13:24,7.66434642
1/1/2019 13:25,5.695847867
1/1/2019 13:26,5.727302956
